nomcreateur,datenaissance,datemort,nationalité,lieunaissance,lieumort,mouvement
Константин Егорович Маковский,1839-07-02T00:00:00Z,1915-09-30T00:00:00Z,"Empire russe,Empire russe,Empire russe,Empire russe,Empire russe,Empire russe,Empire russe,Empire russe",Moscou,Saint-Pétersbourg,art académique
Nicolas-Jean-Baptiste Raguenet,1715-01-01T00:00:00Z,1793-04-17T00:00:00Z,France,Paris,Gentilly,
Antoine Favray,1706-09-08T00:00:00Z,1798-02-09T00:00:00Z,"France,France",Bagnolet,Malte,classicisme
Alfred Émile Léopold Stevens,1823-05-11T00:00:00Z,1906-08-24T00:00:00Z,Belgique,Bruxelles,Paris,réalisme
Filippino Lippi,1457-01-01T00:00:00Z,1504-04-28T00:00:00Z,Italie,Prato,Florence,Renaissance italienne
François Girardon,1628-03-17T00:00:00Z,1715-09-01T00:00:00Z,"France,France",Troyes,Paris,classicisme
François Marius Granet,1775-12-17T00:00:00Z,1849-11-21T00:00:00Z,France,Aix-en-Provence,Aix-en-Provence,néo-classicisme
Alfred Arthur Brunel-Neuville,1852-12-02T00:00:00Z,1941-02-05T00:00:00Z,"France,France",Paris,Paris,
Paul Welsch,1889-07-26T00:00:00Z,1954-06-16T00:00:00Z,France,Strasbourg,Paris,
Jean-François Raffaëlli,1850-04-20T00:00:00Z,1924-02-29T00:00:00Z,"France,France,France,France",Paris,Paris,impressionnisme
Louis Antoine Capdevielle,1849-05-09T00:00:00Z,1905-07-27T00:00:00Z,France,Lourdes,Lourdes,
Владимир Лукич Боровиковский,1757-08-04T00:00:00Z,1825-04-18T00:00:00Z,Empire russe,Myrhorod,Saint-Pétersbourg,orientalisme
Nicolas Froment,1430-01-01T00:00:00Z,1484-01-01T00:00:00Z,France,Uzès,Avignon,
Alexander Roslin,,,Suède,,,rococo
Camille-Félix Bellanger,,,France,,,art académique
Antoine-Jean Gros,1771-03-16T00:00:00Z,1835-06-26T00:00:00Z,"France,France,France,France",Paris,Meudon,néo-classicisme
Claude-François Attiret,1728-12-14T00:00:00Z,1804-07-15T00:00:00Z,France,Dole,Dole,
Désiré François Laugée,1823-01-25T00:00:00Z,1896-01-24T00:00:00Z,France,Maromme,16e arrondissement de Paris,
Alonso Berruguete,1486-01-01T00:00:00Z,1561-09-01T00:00:00Z,Espagne,Paredes de Nava,Tolède,
Théobald Chartran,1849-07-20T00:00:00Z,1907-07-16T00:00:00Z,France,Besançon,Neuilly-sur-Seine,
Denis Foyatier,1793-09-21T00:00:00Z,1863-11-19T00:00:00Z,France,Bussières,6e arrondissement de Paris,néo-classicisme
Jean-Baptiste Belin,1653-11-09T00:00:00Z,1715-12-02T00:00:00Z,France,Caen,Paris,
François-Louis Dejuinne,1786-01-01T00:00:00Z,1844-01-01T00:00:00Z,France,Paris,Paris,
Antonello da Messina,1430-01-01T00:00:00Z,1479-01-01T00:00:00Z,"royaume de Sicile,royaume de Sicile",Messine,Venise,Première Renaissance
Henri Allouard,1844-07-11T00:00:00Z,1929-08-11T00:00:00Z,France,Paris,15e arrondissement de Paris,
Louis-Joseph-Raphaël Collin,1850-06-17T00:00:00Z,1916-10-20T00:00:00Z,"France,France",Paris,Brionne,symbolisme
Auguste Pointelin,1839-06-23T00:00:00Z,1933-04-09T00:00:00Z,France,Arbois,Paris,
Charles Paul Landon,1761-10-12T00:00:00Z,1826-03-05T00:00:00Z,France,Nonant-le-Pin,Paris,
Jacques Nam,1881-09-11T00:00:00Z,1974-02-22T00:00:00Z,France,16e arrondissement de Paris,Paris,
Jean Cousin le Jeune,1522-01-01T00:00:00Z,1595-01-01T00:00:00Z,France,Sens,Paris,
Lambert Sigisbert Adam,1700-10-10T00:00:00Z,1759-05-12T00:00:00Z,duché de Lorraine,Nancy,Paris,
François Boucher,1703-09-29T00:00:00Z,1770-05-30T00:00:00Z,France,Paris,Paris,rococo
Olga Boznańska,1865-04-15T00:00:00Z,1940-10-26T00:00:00Z,"Autriche-Hongrie,Deuxième République de Pologne",Cracovie,Paris,
Jannis Kounellis,1936-03-23T00:00:00Z,2017-02-16T00:00:00Z,"Italie,Grèce,royaume d'Italie",Le Pirée,Rome,Arte Povera
Pierre Lepautre,1659-03-04T00:00:00Z,1744-01-22T00:00:00Z,France,Paris,Paris,
Jean-Baptiste Joseph Debay,1802-08-30T00:00:00Z,1862-01-07T00:00:00Z,France,Nantes,Paris,
Claude Guy Hallé,1652-01-17T00:00:00Z,1736-11-05T00:00:00Z,France,Paris,Paris,
Nicolas Bachelier,1487-01-01T00:00:00Z,1556-01-01T00:00:00Z,France,Arras,Toulouse,
Jean Bouchaud,1891-10-29T00:00:00Z,1977-05-06T00:00:00Z,France,Saint-Herblain,Nantes,orientalisme
Lucien Pissarro,1863-02-20T00:00:00Z,1944-07-10T00:00:00Z,"France,Royaume-Uni,Royaume-Uni de Grande-Bretagne et d'Irlande",Paris,Londres,impressionnisme
Jean-Honoré Fragonard,1732-04-05T00:00:00Z,1806-08-22T00:00:00Z,"France,Monarchie constitutionnelle française",Grasse,Paris,rococo
Ernest Victor Hareux,1847-02-18T00:00:00Z,1909-02-16T00:00:00Z,France,Paris,Grenoble,
Christophe Fratin,1801-01-01T00:00:00Z,1864-08-17T00:00:00Z,"France,France",Metz,Le Raincy,
Roderic O'Conor,,,Irlande,,,École de Pont-Aven
Antoine Berjon,1754-05-17T00:00:00Z,1843-10-24T00:00:00Z,France,Lyon,Lyon,
Nicolas Régnier,1588-01-01T00:00:00Z,1667-11-20T00:00:00Z,comté de Flandre,Maubeuge,Venise,peinture baroque
Gabriel-François Doyen,1726-05-20T00:00:00Z,1806-03-13T00:00:00Z,France,Paris,Saint-Pétersbourg,
Asger Oluf Jørgensen,1914-03-03T00:00:00Z,1973-05-01T00:00:00Z,Danemark,Vejrum,Aarhus,CoBrA
Maria Anna Angelika Kauffmann,1741-10-30T00:00:00Z,1807-11-05T00:00:00Z,"Suisse,Suisse,Royaume-Uni de Grande-Bretagne et d'Irlande,Royaume-Uni de Grande-Bretagne et d'Irlande,Trois Ligues,Trois Ligues",Coire,Rome,néo-classicisme
Francisque Duret,1804-10-19T00:00:00Z,1865-05-26T00:00:00Z,France,Paris,Paris,
François-Émile Ehrmann,1833-09-05T00:00:00Z,1910-03-26T00:00:00Z,France,Strasbourg,Paris,symbolisme
Charles Filiger,1863-11-28T00:00:00Z,1928-01-11T00:00:00Z,"France,France",Thann,Plougastel-Daoulas,École de Pont-Aven
Maximilien Luce,1858-03-13T00:00:00Z,1941-02-06T00:00:00Z,"France,France",Paris,Paris,pointillisme
Jean Duplessis-Bertaux,1750-01-01T00:00:00Z,1818-09-29T00:00:00Z,"France,France",Paris,Paris,
Jean Cardot,1930-07-20T00:00:00Z,2020-10-12T00:00:00Z,France,Saint-Étienne,14e arrondissement de Paris,
Jacques Blanchard,1600-10-01T00:00:00Z,1638-11-10T00:00:00Z,"France,France",Paris,Paris,
Giotto di Bondone,1276-01-01T00:00:00Z,1337-01-16T00:00:00Z,"République florentine,République florentine,République florentine,République florentine",Vicchio,Florence,art gothique
Jules-Robert Auguste,1789-01-05T00:00:00Z,1850-04-15T00:00:00Z,France,Paris,Paris,
Jérôme-Martin Langlois,1779-03-11T00:00:00Z,1838-12-28T00:00:00Z,France,Paris,Paris,
Jean Goujon,1510-01-01T00:00:00Z,1567-01-01T00:00:00Z,France,Rouen,Bologne,
Alphonse Legros,1837-05-08T00:00:00Z,1911-12-08T00:00:00Z,"France,Royaume-Uni de Grande-Bretagne et d'Irlande",Dijon,Watford,réalisme
Édouard Cibot,1799-02-11T00:00:00Z,1877-01-10T00:00:00Z,France,Paris,Paris,
Walter Sickert,1860-05-31T00:00:00Z,1942-01-22T00:00:00Z,"Royaume-Uni,Reich allemand",Munich,Bath,postimpressionnisme
Norbert Gœneutte,1854-07-23T00:00:00Z,1894-10-09T00:00:00Z,France,Paris,Auvers-sur-Oise,
Jean-Baptiste Roman,1792-10-31T00:00:00Z,1835-02-13T00:00:00Z,France,Paris,Paris,
Eugène Guillaume,1822-07-04T00:00:00Z,1905-03-01T00:00:00Z,France,Montbard,Rome,
Christophe-Gabriel Allegrain,1710-10-11T00:00:00Z,1795-04-17T00:00:00Z,France,Paris,Paris,
Charles-François Daubigny,1817-02-15T00:00:00Z,1878-02-19T00:00:00Z,France,Paris,Paris,École de Barbizon
Hippolyte Flandrin,1809-03-23T00:00:00Z,1864-03-21T00:00:00Z,France,Lyon,Rome,néo-classicisme
Adolphe Gaussen,1871-05-12T00:00:00Z,1957-06-02T00:00:00Z,"France,France",Marseille,Marseille,
Jean Joseph Foucou,1739-06-07T00:00:00Z,1821-02-16T00:00:00Z,France,Riez,Paris,
Charles Parrocel,1688-05-06T00:00:00Z,1752-05-25T00:00:00Z,France,Paris,Paris,
Joseph-Désiré Court,1797-09-14T00:00:00Z,1865-01-23T00:00:00Z,France,Rouen,Paris,
Joseph-Désiré Court,1797-09-14T00:00:00Z,1865-01-23T00:00:00Z,"France,France",Rouen,Paris,
Francesco Salviati,1510-01-01T00:00:00Z,1563-11-11T00:00:00Z,duché de Florence,Florence,Rome,maniérisme
Auguste Leloir,1809-07-01T00:00:00Z,1892-03-08T00:00:00Z,France,Paris,17e arrondissement de Paris,
François Pompon,1855-05-09T00:00:00Z,1933-05-06T00:00:00Z,France,Saulieu,Paris,
Nicolas-François Gillet,1712-03-31T00:00:00Z,1791-02-07T00:00:00Z,France,Metz,Poissy,
Constant Dutilleux,1807-10-05T00:00:00Z,1865-10-21T00:00:00Z,France,Douai,Paris,
Pierre Louis Rouillard,1820-01-16T00:00:00Z,1881-06-02T00:00:00Z,France,Paris,Paris,
Georges Braque,1882-05-13T00:00:00Z,1963-08-31T00:00:00Z,"France,France",Argenteuil,Paris,cubisme
Jean-Pierre Franque,1774-01-01T00:00:00Z,1860-01-01T00:00:00Z,France,Buis-les-Baronnies,Quintigny,
Jean-Marie Mengue,1855-12-30T00:00:00Z,1939-09-24T00:00:00Z,France,Bagnères-de-Luchon,Toulouse,
André Giroux,1801-04-30T00:00:00Z,1879-11-18T00:00:00Z,France,Paris,8e arrondissement de Paris,
Jean-Louis Forain,1852-10-23T00:00:00Z,1931-07-11T00:00:00Z,France,Reims,Paris,
François Antoine Léon Fleury,1804-12-18T00:00:00Z,1859-01-01T00:00:00Z,"France,France,France,France",Paris,Paris,
Jean-Adolphe Beaucé,1818-08-02T00:00:00Z,1875-07-13T00:00:00Z,France,Paris,Boulogne-Billancourt,
François Dubois,1790-05-10T00:00:00Z,1871-02-09T00:00:00Z,France,Paris,Paris,orientalisme
Narcisse Chaillou,1835-03-12T00:00:00Z,1916-01-01T00:00:00Z,France,Nantes,Guémené-sur-Scorff,
Hyacinthe Collin de Vermont,1693-01-19T00:00:00Z,1761-02-16T00:00:00Z,France,Versailles,Paris,
Étienne Terrus,1857-09-21T00:00:00Z,1922-06-22T00:00:00Z,France,Elne,Elne,
Philippe-Jacques de Loutherbourg,1740-10-31T00:00:00Z,1812-03-11T00:00:00Z,"France,Royaume-Uni de Grande-Bretagne et d'Irlande",Strasbourg,Chiswick,
Georg Baselitz,,,"Autriche,Allemagne",,,
Henri-Charles Maniglier,1826-10-11T00:00:00Z,1901-03-17T00:00:00Z,France,Paris,Paris,
Jean-Jacques Monanteuil,1785-07-11T00:00:00Z,1860-06-10T00:00:00Z,France,Mortagne-au-Perche,Le Mans,
Karl Daubigny,1846-06-09T00:00:00Z,1886-05-23T00:00:00Z,France,Paris,Auvers-sur-Oise,École de Barbizon
Joseph-Benoît Suvée,1743-01-03T00:00:00Z,1807-02-09T00:00:00Z,"France,Pays-Bas méridionaux",Bruges,Rome,néo-classicisme
Henri Rousseau,1844-05-21T00:00:00Z,1910-09-04T00:00:00Z,"France,France,France,France",Laval,Paris,postimpressionnisme
Alfred Agache,1843-08-29T00:00:00Z,1915-09-03T00:00:00Z,France,Lille,Cour-sur-Loire,
Johannes Vermeer,1632-10-31T00:00:00Z,1675-12-15T00:00:00Z,"Provinces-Unies,Provinces-Unies",Delft,Delft,peinture baroque
Félix Boisselier,1776-04-13T00:00:00Z,1811-01-12T00:00:00Z,France,Val-de-Meuse,Rome,
Henri Le Sidaner,1862-08-07T00:00:00Z,1939-07-16T00:00:00Z,France,Port-Louis,Paris,Colonie artistique d'Étaples
Claude Michallon,1752-01-01T00:00:00Z,1799-09-17T00:00:00Z,France,Lyon,Paris,
Albert Guillaume,1873-02-14T00:00:00Z,1942-08-10T00:00:00Z,France,Paris,Faux,
Antoine-Alphonse Montfort,1802-04-03T00:00:00Z,1884-09-28T00:00:00Z,France,Paris,Paris,
Édouard Louis Dubufe,1820-03-30T00:00:00Z,1883-08-10T00:00:00Z,"France,France,France,France,France,France",Paris,Versailles,
Clémentine-Hélène Dufau,1869-08-18T00:00:00Z,1937-03-18T00:00:00Z,France,Quinsac,Paris,
Jacopo Palma il Vecchio,1480-01-01T00:00:00Z,1528-08-09T00:00:00Z,république de Venise,Serina,Venise,École vénitienne
Paul Cézanne,1839-01-19T00:00:00Z,1906-10-23T00:00:00Z,"France,France",Aix-en-Provence,Aix-en-Provence,postimpressionnisme
Catherine Girardon,1630-11-12T00:00:00Z,1698-09-21T00:00:00Z,France,Paris,Paris,
Claudius Jacquand,1803-12-11T00:00:00Z,1878-04-02T00:00:00Z,"France,France",Lyon,Paris,art académique
Camille Demesmay,1815-04-15T00:00:00Z,1890-04-04T00:00:00Z,France,Besançon,Besançon,
Jean Fouquet,1420-01-01T00:00:00Z,1480-01-01T00:00:00Z,France,Tours,Tours,
Guillaume Guillon Lethière,1760-01-16T00:00:00Z,1832-04-22T00:00:00Z,"France,France",Sainte-Anne,Paris,néo-classicisme
Pieter Bruegel de Oude,1526-01-01T00:00:00Z,1569-09-19T00:00:00Z,Pays-Bas des Habsbourg,Bréda,Bruxelles,Renaissance flamande
Jean-Marc Nattier,1685-03-17T00:00:00Z,1766-11-07T00:00:00Z,France,Paris,Paris,rococo
Pierre-Victor Galland,1822-07-15T00:00:00Z,1892-11-30T00:00:00Z,France,Genève,Paris,
Lorenzo Lippi,1606-05-03T00:00:00Z,1665-04-14T00:00:00Z,Italie,Florence,Florence,baroque
Hermann Fidel Winterhalter,1808-09-23T00:00:00Z,1891-02-24T00:00:00Z,grand-duché de Bade,St. Blasien,Karlsruhe,
Rogier van der Weyden,1390-01-01T00:00:00Z,1464-06-27T00:00:00Z,"Pays-Bas bourguignons,Pays-Bas bourguignons",Tournai,Bruxelles,Primitif flamand
Rogier van der Weyden,1390-01-01T00:00:00Z,1464-06-27T00:00:00Z,Pays-Bas bourguignons,Tournai,Bruxelles,Primitif flamand
Jan Brueghel de Jonge,1601-09-13T00:00:00Z,1678-09-01T00:00:00Z,Pays-Bas méridionaux,Anvers,Anvers,baroque
Henriette Desportes,1877-04-18T00:00:00Z,1951-10-05T00:00:00Z,France,2e arrondissement de Paris,Dinan,
François de Nomé,1593-01-01T00:00:00Z,1644-01-01T00:00:00Z,"France,France",Metz,Naples,
Mattia Preti,1613-02-24T00:00:00Z,1699-01-03T00:00:00Z,Italie,Taverna,La Valette,baroque
Jean-Antoine Houdon,1741-03-20T00:00:00Z,1828-07-20T00:00:00Z,"France,France",Versailles,Paris,
Jean-Charles-Joseph Rémond,1795-04-19T00:00:00Z,1875-07-09T00:00:00Z,France,Paris,6e arrondissement de Paris,
Jacques Verberckt,1704-02-24T00:00:00Z,1771-12-09T00:00:00Z,"France,France",Anvers,Anvers,
Cuno Amiet,1868-03-28T00:00:00Z,1961-07-06T00:00:00Z,Suisse,Soleure,Oschwand,École de Pont-Aven
Édouard Manet,1832-01-23T00:00:00Z,1883-04-30T00:00:00Z,"France,France",Paris,8e arrondissement de Paris,impressionnisme
Edward Coley Burne-Jones,1833-08-28T00:00:00Z,1898-06-17T00:00:00Z,Royaume-Uni de Grande-Bretagne et d'Irlande,Birmingham,Londres,préraphaélisme
Jan Brueghel de Oude,1568-01-01T00:00:00Z,1625-01-13T00:00:00Z,Pays-Bas méridionaux,Bruxelles,Anvers,peinture baroque flamande
Jan Brueghel de Oude,1568-01-01T00:00:00Z,1625-01-13T00:00:00Z,"Pays-Bas méridionaux,Pays-Bas méridionaux",Bruxelles,Anvers,peinture baroque flamande
Jörg Immendorff,1945-06-14T00:00:00Z,2007-05-28T00:00:00Z,Allemagne,Bleckede,Düsseldorf,néo-expressionnisme
Anne-Louis Girodet,1767-01-29T00:00:00Z,1824-12-08T00:00:00Z,"France,France",Montargis,Paris,néo-classicisme
Jean-Baptiste Perronneau,1715-01-01T00:00:00Z,1783-11-19T00:00:00Z,"France,France",Paris,Amsterdam,
Eugène Gonon,1814-10-17T00:00:00Z,1892-09-11T00:00:00Z,France,Paris,Paris,
Stanislas Lépine,1835-10-23T00:00:00Z,1892-09-29T00:00:00Z,"France,France,France,France",Caen,18e arrondissement de Paris,
Ernest Laurent,1859-06-08T00:00:00Z,1929-06-25T00:00:00Z,France,Paris,Bièvres,
Antonin Moine,1796-06-30T00:00:00Z,1849-03-18T00:00:00Z,France,Saint-Étienne,Paris,romantisme
Claude-Louis Châtelet,1753-01-01T00:00:00Z,1795-05-07T00:00:00Z,France,Paris,Paris,
Giovanni Battista Tiepolo,1696-03-05T00:00:00Z,1770-03-27T00:00:00Z,"république de Venise,république de Venise",Venise,Madrid,baroque
Walter Crane,1845-08-15T00:00:00Z,1915-03-14T00:00:00Z,Royaume-Uni de Grande-Bretagne et d'Irlande,Liverpool,Horsham,
Paul Renouard,1845-11-05T00:00:00Z,1924-01-02T00:00:00Z,France,Cour-Cheverny,Paris,
Jean-Baptiste Santerre,1651-03-23T00:00:00Z,1717-11-21T00:00:00Z,France,Magny-en-Vexin,Paris,classicisme
Charles Milcendeau,1872-07-18T00:00:00Z,1919-04-02T00:00:00Z,France,Soullans,Soullans,
Antonio de La Gandara,1861-12-16T00:00:00Z,1917-06-30T00:00:00Z,France,9e arrondissement de Paris,Paris,
Jean-Baptiste Greuze,1725-08-21T00:00:00Z,1805-03-21T00:00:00Z,France,Tournus,Paris,
Charles André van Loo,1705-02-15T00:00:00Z,1765-07-15T00:00:00Z,France,Nice,Paris,rococo
Pierre Soulages,,,"France,France",,,art abstrait
Gustave Jacquet,1846-05-25T00:00:00Z,1909-07-12T00:00:00Z,France,Paris,Paris,
James Pradier,1790-05-23T00:00:00Z,1852-06-04T00:00:00Z,"Suisse,France,République de Genève",Genève,Rueil,
Nicolas Sébastien Adam,1705-03-22T00:00:00Z,1778-03-27T00:00:00Z,France,Nancy,Paris,
Eugène Fromentin,1820-10-24T00:00:00Z,1876-08-27T00:00:00Z,France,La Rochelle,La Rochelle,orientalisme
Gilles Allou,1670-01-01T00:00:00Z,1751-02-02T00:00:00Z,France,Paris,Paris,
Charles Dupaty,1771-09-29T00:00:00Z,1825-11-12T00:00:00Z,France,Bordeaux,Paris,
Pierre Peyron,1744-12-15T00:00:00Z,1814-01-20T00:00:00Z,France,Aix-en-Provence,Paris,
Lucien Simon,1861-07-18T00:00:00Z,1945-10-13T00:00:00Z,France,Paris,Combrit,
Henri Fantin-Latour,1836-01-25T00:00:00Z,1904-08-25T00:00:00Z,"France,France,France,France",Grenoble,Buré,symbolisme
Lionel Royer,1852-12-25T00:00:00Z,1926-06-30T00:00:00Z,France,Château-du-Loir,Neuilly-sur-Seine,
Lucas van Valckenborch,1535-01-01T00:00:00Z,1597-02-02T00:00:00Z,duché de Brabant,Louvain,Francfort-sur-le-Main,peinture baroque flamande
Nicolas de Staël,1914-01-05T00:00:00Z,1955-03-16T00:00:00Z,"France,Empire russe",Saint-Pétersbourg,Antibes,art abstrait
Achille Etna Michallon,1796-10-22T00:00:00Z,1822-09-24T00:00:00Z,France,Paris,Paris,néo-classicisme
Martial Raysse,,,France,,,Nouveau réalisme
Joseph Aved,1702-01-12T00:00:00Z,1766-03-04T00:00:00Z,France,Douai,Paris,rococo
Antonio Mancini,1852-11-14T00:00:00Z,1930-12-28T00:00:00Z,"royaume d'Italie,royaume d'Italie",Albano Laziale,Rome,
Ernest Christophe,1827-01-15T00:00:00Z,1892-01-14T00:00:00Z,France,Loches,17e arrondissement de Paris,
Léon Germain Pelouse,1838-10-01T00:00:00Z,1891-07-31T00:00:00Z,France,Pierrelaye,Paris,École de Barbizon
Caspar David Friedrich,1774-09-05T00:00:00Z,1840-05-07T00:00:00Z,Allemagne,Greifswald,Dresde,Romantisme allemand
Christian Bérard,1902-08-20T00:00:00Z,1949-02-11T00:00:00Z,France,7e arrondissement de Paris,Paris,
Auguste Dumont,1801-08-04T00:00:00Z,1884-01-28T00:00:00Z,France,Paris,Paris,
Fernand Legout-Gérard,1854-10-29T00:00:00Z,1924-08-14T00:00:00Z,France,Saint-Lô,Paris,École de Concarneau
Paul Guigou,1834-02-15T00:00:00Z,1871-12-21T00:00:00Z,France,Villars,10e arrondissement de Paris,
Amélie Beaury-Saurel,1848-12-19T00:00:00Z,1924-05-30T00:00:00Z,France,Barcelone,17e arrondissement de Paris,art académique
Luca Signorelli,1450-01-01T00:00:00Z,1523-10-26T00:00:00Z,République florentine,Cortone,Cortone,École siennoise
Meindert Hobbema,1638-10-31T00:00:00Z,1709-12-07T00:00:00Z,"Pays-Bas,Provinces-Unies",Amsterdam,Amsterdam,
Jean Béraud,1849-01-12T00:00:00Z,1935-10-04T00:00:00Z,France,Saint-Pétersbourg,Paris,
Gustave Fayet,1865-05-20T00:00:00Z,1925-09-24T00:00:00Z,France,Béziers,Carcassonne,
Jean Pillement,1728-05-24T00:00:00Z,1808-04-26T00:00:00Z,France,Lyon,Lyon,rococo
William Orpen,1878-11-27T00:00:00Z,1931-09-29T00:00:00Z,"Irlande,Royaume-Uni,État libre d'Irlande,Royaume-Uni de Grande-Bretagne et d'Irlande",Stillorgan,Londres,
François-Auguste Ravier,1814-05-04T00:00:00Z,1895-06-26T00:00:00Z,France,Lyon,Morestel,
Aleksander Kucharski,1741-03-18T00:00:00Z,1819-11-05T00:00:00Z,"Empire russe,République des Deux Nations",Varsovie,Paris,
Paul Huet,1803-10-03T00:00:00Z,1869-01-08T00:00:00Z,France,Paris,Paris,romantisme
Jean-Charles Langlois,1789-07-22T00:00:00Z,1870-03-23T00:00:00Z,"France,France",Beaumont-en-Auge,8e arrondissement de Paris,orientalisme
Louis Le Nain,1593-01-01T00:00:00Z,1648-05-23T00:00:00Z,France,Laon,Paris,
Henri Regnault,1843-10-31T00:00:00Z,1871-01-19T00:00:00Z,France,Paris,Rueil-Malmaison,orientalisme
Abraham Govaerts,1589-08-30T00:00:00Z,1626-09-09T00:00:00Z,Pays-Bas méridionaux,Anvers,Anvers,baroque
Théophile Gautier,1811-08-31T00:00:00Z,1872-10-23T00:00:00Z,"France,France,France,France",Tarbes,Neuilly-sur-Seine,romantisme
Дмитрий Левицкий,1735-01-01T00:00:00Z,1822-04-16T00:00:00Z,"Empire russe,Empire russe,Hetmanat cosaque,Hetmanat cosaque",Kiev,Saint-Pétersbourg,
Edmond Marie Petitjean,1844-07-05T00:00:00Z,1925-08-07T00:00:00Z,France,Neufchâteau,Paris,
Jean-Baptiste Martin,1659-01-01T00:00:00Z,1735-10-08T00:00:00Z,France,Paris,Paris,
Henri Serrure,1794-02-08T00:00:00Z,1865-09-02T00:00:00Z,France,Lambersart,Paris,
Jean Auguste Dominique Ingres,1780-08-29T00:00:00Z,1867-01-14T00:00:00Z,"France,France",Montauban,Paris,néo-classicisme
Jacques Dumont,1701-05-10T00:00:00Z,1781-02-17T00:00:00Z,France,Paris,Paris,
Frédéric Bazille,1841-12-06T00:00:00Z,1870-11-28T00:00:00Z,"France,France,France",Montpellier,Beaune-la-Rolande,impressionnisme
Antoine-François Callet,1741-01-01T00:00:00Z,1823-01-01T00:00:00Z,France,Paris,Paris,
Vincent van Gogh,1853-03-30T00:00:00Z,1890-07-29T00:00:00Z,"Pays-Bas,Pays-Bas,Pays-Bas,Pays-Bas",Zundert,auberge Ravoux,expressionnisme
Charles Mellin,1597-01-01T00:00:00Z,1649-09-21T00:00:00Z,France,Nancy,Rome,
Gotthardt Kuehl,1850-11-28T00:00:00Z,1915-01-10T00:00:00Z,"Allemagne,Allemagne",Lübeck,Dresde,impressionnisme
"Mor van Dashorst, Anthonie",1519-01-01T00:00:00Z,1575-01-01T00:00:00Z,"Pays-Bas,Pays-Bas méridionaux",Utrecht,Anvers,Haute Renaissance
Guillaume Descamps,1779-01-01T00:00:00Z,1858-12-25T00:00:00Z,France,Lille,Paris,
Jacques Augustin,1759-08-15T00:00:00Z,1832-04-13T00:00:00Z,France,Saint-Dié-des-Vosges,Paris,
Jean-Frédéric Schall,1752-03-14T00:00:00Z,1825-03-24T00:00:00Z,France,Strasbourg,Paris,rococo
Jean-François Garneray,1755-01-01T00:00:00Z,1837-06-11T00:00:00Z,France,Paris,Auteuil,
Jean-Joseph Benjamin-Constant,1845-06-10T00:00:00Z,1902-05-26T00:00:00Z,"France,France,France,France",Paris,Paris,orientalisme
Claude Gellée,1600-01-01T00:00:00Z,1682-11-23T00:00:00Z,duché de Lorraine,Chamagne,Rome,classicisme
Étienne Bouhot,1780-08-08T00:00:00Z,1862-07-17T00:00:00Z,France,Bard-lès-Époisses,Semur-en-Auxois,
Paul César Helleu,1859-12-17T00:00:00Z,1927-03-23T00:00:00Z,France,Vannes,7e arrondissement de Paris,impressionnisme
Édouard Joseph Dantan,1848-08-26T00:00:00Z,1897-07-07T00:00:00Z,France,Paris,Villerville,Naturalisme
Lucien Lévy-Dhurmer,1865-09-30T00:00:00Z,1953-09-24T00:00:00Z,"France,France",Alger,Le Vésinet,
Jules-Eugène Lenepveu,1819-12-12T00:00:00Z,1898-10-16T00:00:00Z,France,Angers,Paris,
Jean-Bernard Chalette,1631-05-06T00:00:00Z,1684-11-29T00:00:00Z,France,Toulouse,Rennes,
Claude André Deseine,1740-01-01T00:00:00Z,1823-12-30T00:00:00Z,France,Paris,Gentilly,
Alfred Guillou,1844-09-12T00:00:00Z,1926-01-01T00:00:00Z,France,Concarneau,Concarneau,École de Concarneau
André Derain,1880-06-10T00:00:00Z,1954-09-08T00:00:00Z,"France,France",Chatou,Garches,cubisme
Ernest Quost,1842-02-24T00:00:00Z,1931-03-24T00:00:00Z,France,Avallon,Paris,
Françoise Duparc,1726-10-15T00:00:00Z,1778-10-02T00:00:00Z,France,Murcie,Marseille,baroque
Ernest Ange Duez,1843-03-08T00:00:00Z,1896-04-05T00:00:00Z,"France,France,France,France",Paris,Bougival,
Joseph-Boniface Franque,1774-08-11T00:00:00Z,1833-11-14T00:00:00Z,France,Buis-les-Baronnies,Naples,
Edgar Degas,1834-07-19T00:00:00Z,1917-09-27T00:00:00Z,France,Paris,Paris,impressionnisme
Philippe Joseph Henri Lemaire,1798-01-09T00:00:00Z,1880-08-02T00:00:00Z,France,Valenciennes,Paris,
Théodore-Charles Gruyère,1813-09-17T00:00:00Z,1885-03-01T00:00:00Z,France,Paris,6e arrondissement de Paris,
László Fülöp Elek,1869-04-30T00:00:00Z,1937-11-22T00:00:00Z,"Hongrie,Hongrie,Royaume-Uni,Royaume-Uni",Budapest,Hampstead,
Martin Schongauer,1450-01-01T00:00:00Z,1491-02-11T00:00:00Z,Allemagne,Colmar,Vieux-Brisach,
Jean-Baptiste Wicar,1762-01-02T00:00:00Z,1834-02-27T00:00:00Z,France,Lille,Rome,néo-classicisme
Charles de Steuben,1788-04-18T00:00:00Z,1856-11-21T00:00:00Z,"France,Allemagne",Bauerbach,Paris,
Pauline Auzou,1775-03-24T00:00:00Z,1835-05-15T00:00:00Z,France,Paris,Paris,réalisme
