nomcreateur,datenaissance,datemort,nationalité,lieunaissance,lieumort,mouvement
James Pradier,1790-05-23T00:00:00Z,1852-06-04T00:00:00Z,"République de Genève,Suisse,France",Genève,Rueil,
James Pradier,1790-05-23T00:00:00Z,1852-06-04T00:00:00Z,"Suisse,France,République de Genève",Genève,Rueil,
Jean-Jules-Antoine Lecomte du Nouÿ,1842-06-10T00:00:00Z,1923-02-19T00:00:00Z,France,Paris,Paris,orientalisme
David Teniers II,1610-12-15T00:00:00Z,1690-04-25T00:00:00Z,Pays-Bas méridionaux,Anvers,Bruxelles,baroque
Henri-Charles Maniglier,1826-10-11T00:00:00Z,1901-03-17T00:00:00Z,France,Paris,Paris,
Willem van de Velde,1611-01-01T00:00:00Z,1693-12-13T00:00:00Z,Pays-Bas,Leyde,Greenwich,
Frédéric Auguste Bartholdi,1834-08-02T00:00:00Z,1904-10-04T00:00:00Z,France,Colmar,Portugal,
Auguste Clésinger,1814-10-22T00:00:00Z,1883-01-05T00:00:00Z,France,Besançon,Paris,romantisme
Pierre Puget,1620-10-16T00:00:00Z,1694-12-02T00:00:00Z,France,Marseille,Marseille,baroque
Alexandre Colin,1798-12-05T00:00:00Z,1875-11-22T00:00:00Z,France,Paris,Paris,
Fernand Sabatté,1874-05-14T00:00:00Z,1940-10-22T00:00:00Z,France,Aiguillon,Chamigny,
John Lavery,1856-03-20T00:00:00Z,1941-01-10T00:00:00Z,"Royaume-Uni,Royaume-Uni de Grande-Bretagne et d'Irlande",Belfast,Kilkenny,
Louis Boizot,1743-10-09T00:00:00Z,1809-03-10T00:00:00Z,France,Paris,Paris,
Jean-Baptiste Lemoyne,1679-09-14T00:00:00Z,1731-10-20T00:00:00Z,France,Paris,Paris,
Max Ernst,1891-04-02T00:00:00Z,1976-04-01T00:00:00Z,"États-Unis,France,Cuba",Brühl,Paris,Dada
Marcellin Desboutin,1823-08-26T00:00:00Z,1902-02-18T00:00:00Z,France,Cérilly,Nice,
Jean-Laurent Mosnier,1743-01-01T00:00:00Z,1808-04-10T00:00:00Z,France,Paris,Saint-Pétersbourg,
Jean Guillaume Moitte,1746-11-11T00:00:00Z,1810-05-02T00:00:00Z,France,Paris,Paris,
François-Auguste Ravier,1814-05-04T00:00:00Z,1895-06-26T00:00:00Z,France,Lyon,Morestel,
Francis Picabia,1879-01-22T00:00:00Z,1953-11-30T00:00:00Z,France,Paris,Paris,Dada
Thomas Couture,1815-12-21T00:00:00Z,1879-03-30T00:00:00Z,France,Senlis,Villiers-le-Bel,art académique
Jean-Robert-Nicolas Lucas de Montigny,1747-01-01T00:00:00Z,1810-01-01T00:00:00Z,France,Rouen,Paris,
Charles Hoffbauer,1875-06-28T00:00:00Z,1957-07-26T00:00:00Z,"États-Unis,France",Paris,Boston,
Alexis Grimou,1678-05-24T00:00:00Z,1733-05-01T00:00:00Z,France,Argenteuil,Paris,
Victor Mottez,1809-02-13T00:00:00Z,1897-06-07T00:00:00Z,France,Lille,Bièvres,néo-classicisme
Henri Royer,1869-01-22T00:00:00Z,1938-10-31T00:00:00Z,France,Nancy,Neuilly-sur-Seine,École de Nancy
Claude Gellée,1600-01-01T00:00:00Z,1682-11-23T00:00:00Z,duché de Lorraine,Chamagne,Rome,classicisme
Lambert Sigisbert Adam,1700-10-10T00:00:00Z,1759-05-12T00:00:00Z,duché de Lorraine,Nancy,Paris,
Jules Grün,1868-05-26T00:00:00Z,1938-01-24T00:00:00Z,France,Paris,Neuilly-sur-Seine,postimpressionnisme
Albert-Ernest Carrier-Belleuse,1824-06-12T00:00:00Z,1887-06-03T00:00:00Z,France,Anizy-le-Château,Sèvres,
Louis Galloche,1670-08-24T00:00:00Z,1761-07-21T00:00:00Z,France,Paris,Paris,
Paul Leroy,1860-12-27T00:00:00Z,1942-01-01T00:00:00Z,France,10e arrondissement de Paris,Paris,
Henri Félix Emmanuel Philippoteaux,1815-04-03T00:00:00Z,1884-11-09T00:00:00Z,France,Paris,Paris,orientalisme
Joseph Aved,1702-01-12T00:00:00Z,1766-03-04T00:00:00Z,France,Douai,Paris,rococo
Jean-Baptiste d'Huez,1729-03-01T00:00:00Z,1793-10-27T00:00:00Z,France,Arras,Paris,
Jean-Auguste-Dominique Ingres,1780-08-29T00:00:00Z,1867-01-14T00:00:00Z,France,Montauban,Paris,néo-classicisme
Alphonse de Neuville,1836-05-31T00:00:00Z,1885-05-19T00:00:00Z,France,Saint-Omer,Paris,art académique
Александр Алексеевич Борисов,1866-11-14T00:00:00Z,1934-08-17T00:00:00Z,"Union des républiques socialistes soviétiques,Empire russe,République russe,Russie soviétique",Krasnoborsk,Krasnoborsk,
Guido Reni,1575-11-04T00:00:00Z,1642-08-18T00:00:00Z,États pontificaux,Bologne,Bologne,baroque
Dominique Fortuné Maggesi,1801-05-01T00:00:00Z,1892-02-06T00:00:00Z,France,Carrare,Bordeaux,
Anthonie van Borssom,1631-01-01T00:00:00Z,1677-03-19T00:00:00Z,Pays-Bas,Amsterdam,Amsterdam,baroque
Karel Vítězslav Mašek,1865-09-01T00:00:00Z,1927-07-24T00:00:00Z,"Autriche-Hongrie,Tchécoslovaquie",Komořany,Bubeneč,Art nouveau
Pierre Cartellier,1757-12-02T00:00:00Z,1831-06-12T00:00:00Z,France,Paris,Paris,
Claude Ramey,1754-10-24T00:00:00Z,1838-06-05T00:00:00Z,France,Dijon,Paris,
Antoine Coysevox,1640-09-29T00:00:00Z,1720-10-10T00:00:00Z,France,Lyon,Paris,baroque
Maurice de Vlaminck,1876-04-04T00:00:00Z,1958-10-11T00:00:00Z,France,Paris,Rueil-la-Gadelière,fauvisme
Alfred Roll,1846-03-10T00:00:00Z,1919-10-27T00:00:00Z,France,ancien 8e arrondissement de Paris,Paris,réalisme
Nicolas Froment,1430-01-01T00:00:00Z,1484-01-01T00:00:00Z,France,Uzès,Avignon,
Pierre Bonnard,1867-10-03T00:00:00Z,1947-01-23T00:00:00Z,France,Fontenay-aux-Roses,Le Cannet,nabi
Jean-Baptiste Pater,1695-12-29T00:00:00Z,1736-07-25T00:00:00Z,France,Valenciennes,Paris,
François Boucher,1703-09-29T00:00:00Z,1770-05-30T00:00:00Z,France,Paris,Paris,rococo
Auguste Préault,1809-10-09T00:00:00Z,1879-01-11T00:00:00Z,France,Paris,Paris,
Félix-Joseph Barrias,1822-09-13T00:00:00Z,1907-01-25T00:00:00Z,France,Paris,9e arrondissement de Paris,
Pierre Girieud,1876-06-17T00:00:00Z,1948-12-26T00:00:00Z,France,Paris,Paris,
Antoine Renou,1731-01-01T00:00:00Z,1806-12-13T00:00:00Z,France,Paris,Paris,
Charles-Louis Clérisseau,1721-08-28T00:00:00Z,1820-01-19T00:00:00Z,France,Paris,Auteuil,
Eugène Joseph Verboeckhoven,1799-06-08T00:00:00Z,1881-01-19T00:00:00Z,Belgique,Warneton,Schaerbeek,
Edwin Henry Landseer,1802-03-07T00:00:00Z,1873-10-01T00:00:00Z,Royaume-Uni de Grande-Bretagne et d'Irlande,Londres,Londres,
Auguste-Hyacinthe Debay,1804-04-02T00:00:00Z,1865-03-24T00:00:00Z,France,Nantes,Paris,
Corneille Van Clève,1645-06-10T00:00:00Z,1732-12-30T00:00:00Z,France,Paris,Paris,
Auguste Renoir,1841-02-25T00:00:00Z,1919-12-03T00:00:00Z,France,Limoges,Cagnes-sur-Mer,impressionnisme
Pieter van Bloemen,1657-01-17T00:00:00Z,1720-03-06T00:00:00Z,Pays-Bas méridionaux,Anvers,Anvers,
Ambroise Louis Garneray,1783-02-19T00:00:00Z,1857-09-11T00:00:00Z,France,Paris,Paris,romantisme
Alexandre Jean Noël,1752-07-25T00:00:00Z,1834-01-01T00:00:00Z,France,Brie-Comte-Robert,Paris,
Charles Joseph Lenoir,1844-12-16T00:00:00Z,1899-06-17T00:00:00Z,France,Paris,Rennes,
Pierre Le Gros le jeune,1666-04-12T00:00:00Z,1719-05-03T00:00:00Z,France,Paris,Rome,baroque
Mariano Fortuny,1871-05-11T00:00:00Z,1949-05-03T00:00:00Z,Espagne,Grenade,Venise,
Jean-Baptiste Carpeaux,1827-05-11T00:00:00Z,1875-10-12T00:00:00Z,France,Valenciennes,Courbevoie,romantisme
Simon de Châlons,,,France,,,
Adrien Karbowsky,1855-12-15T00:00:00Z,1945-03-14T00:00:00Z,France,Paris,Paris,
Eugène-Louis Lequesne,1815-02-15T00:00:00Z,1887-06-03T00:00:00Z,France,Paris,Paris,
John Singer Sargent,1856-01-12T00:00:00Z,1925-04-15T00:00:00Z,"États-Unis,Royaume-Uni",Florence,Londres,impressionnisme
Antoine Durenne,1822-07-07T00:00:00Z,1895-01-01T00:00:00Z,France,Paris,Paris,
Robert Delaunay,1885-04-12T00:00:00Z,1941-10-25T00:00:00Z,France,Paris,Montpellier,néo-impressionnisme
Franz Anton Maulbertsch,1724-06-08T00:00:00Z,1796-08-08T00:00:00Z,"Autriche,Allemagne",Langenargen,Vienne,
Jacques Saly,1717-06-20T00:00:00Z,1776-05-04T00:00:00Z,France,Valenciennes,Paris,
Daniel Richter,,,Allemagne,,,art contemporain
Henri Evenepoel,1872-10-03T00:00:00Z,1899-12-27T00:00:00Z,"Belgique,France",Nice,Paris,
Adolphe Pierre Leleux,1812-11-15T00:00:00Z,1891-07-27T00:00:00Z,France,Paris,Paris,réalisme
Horace Lecoq de Boisbaudran,1802-06-24T00:00:00Z,1897-08-07T00:00:00Z,France,Paris,Paris,
Gaston Balande,1880-05-31T00:00:00Z,1971-04-08T00:00:00Z,France,Madrid,Paris,
Eugène Delaplanche,1836-02-28T00:00:00Z,1891-01-10T00:00:00Z,France,Belleville,Paris,
Jean Bardin,1732-10-31T00:00:00Z,1809-10-06T00:00:00Z,France,Montbard,Orléans,
Alphonse Hirsch,1843-05-02T00:00:00Z,1884-07-15T00:00:00Z,France,Paris,Vanves,
Paul Chabas,1869-03-07T00:00:00Z,1937-05-10T00:00:00Z,France,Nantes,Paris,
Émile Friant,1863-04-16T00:00:00Z,1932-06-09T00:00:00Z,France,Dieuze,Paris,École de Nancy
Carlo Dolci,1616-05-25T00:00:00Z,1686-01-17T00:00:00Z,Grand-duché de Toscane,Florence,Florence,baroque
Lucie Cousturier,1876-12-19T00:00:00Z,1925-06-16T00:00:00Z,France,2e arrondissement de Paris,16e arrondissement de Paris,néo-impressionnisme
川村清雄,1852-06-13T00:00:00Z,1934-05-16T00:00:00Z,Japon,Banchō,Tenri,Yō-ga
Constance Mayer,1775-01-01T00:00:00Z,1821-05-26T00:00:00Z,France,Chauny,Paris,néo-classicisme
Achille Cesbron,1849-11-05T00:00:00Z,1913-01-03T00:00:00Z,France,Oran,Paris,
Nicolas Mignard,1606-02-07T00:00:00Z,1668-05-20T00:00:00Z,France,Troyes,Paris,
Charles Monginot,1825-09-24T00:00:00Z,1900-09-16T00:00:00Z,France,Brienne-le-Château,Dienville,
Lucius Septimius Severus,0146-04-10T00:00:00Z,0211-02-04T00:00:00Z,Rome antique,Leptis Magna,Eboracum,
Camille Flers,1802-02-15T00:00:00Z,1868-06-26T00:00:00Z,France,Paris,Annet-sur-Marne,réalisme
Louis Marcoussis,1878-11-14T00:00:00Z,1941-10-22T00:00:00Z,"Pologne,France",Varsovie,Cusset,
Antoine Favray,1706-09-08T00:00:00Z,1798-02-09T00:00:00Z,France,Bagnolet,Malte,classicisme
Georges Manzana-Pissarro,1871-11-22T00:00:00Z,1961-01-20T00:00:00Z,France,Louveciennes,Menton,impressionnisme
Giovanni Battista Tiepolo,1696-03-05T00:00:00Z,1770-03-27T00:00:00Z,république de Venise,Venise,Madrid,baroque
Alexandre-Gabriel Decamps,1803-03-03T00:00:00Z,1860-08-22T00:00:00Z,France,Paris,Fontainebleau,romantisme
Jacques Bousseau,1681-03-17T00:00:00Z,1740-02-13T00:00:00Z,France,Chavagnes-en-Paillers,Madrid,
Jean-Charles-Joseph Rémond,1795-04-19T00:00:00Z,1875-07-09T00:00:00Z,France,Paris,6e arrondissement de Paris,
Filippino Lippi,1457-01-01T00:00:00Z,1504-04-28T00:00:00Z,Italie,Prato,Florence,Renaissance italienne
László Fülöp Elek,1869-04-30T00:00:00Z,1937-11-22T00:00:00Z,"Hongrie,Royaume-Uni",Budapest,Hampstead,
Théodore Rousseau,1812-04-15T00:00:00Z,1867-12-22T00:00:00Z,France,Paris,Barbizon,École de Barbizon
Albert Besnard,1849-06-02T00:00:00Z,1934-12-04T00:00:00Z,France,7e arrondissement de Paris,Paris,
Philippe-Jacques de Loutherbourg,1740-10-31T00:00:00Z,1812-03-11T00:00:00Z,"France,Royaume-Uni de Grande-Bretagne et d'Irlande",Strasbourg,Chiswick,
Georges Mathieu,1921-01-27T00:00:00Z,2012-06-10T00:00:00Z,France,Boulogne-sur-Mer,Paris,Expressionnisme abstrait
Camille Pissarro,1830-07-10T00:00:00Z,1903-11-13T00:00:00Z,"Danemark,France",Charlotte Amalie,Paris,impressionnisme
Jean-François-Joseph Bellel,1816-01-28T00:00:00Z,1898-11-13T00:00:00Z,France,Paris,9e arrondissement de Paris,
Jacques-Louis David,1748-08-30T00:00:00Z,1825-12-29T00:00:00Z,France,Paris,Bruxelles,néo-classicisme
Charles-François Lebœuf,1792-08-10T00:00:00Z,1865-11-01T00:00:00Z,France,Paris,6e arrondissement de Paris,
Frédéric Régamey,1849-07-04T00:00:00Z,1925-12-04T00:00:00Z,France,Paris,16e arrondissement de Paris,
Jean-Louis Forain,1852-10-23T00:00:00Z,1931-07-11T00:00:00Z,France,Reims,Paris,
Jean-Jacques Lagrenée,1739-09-18T00:00:00Z,1821-02-13T00:00:00Z,France,Paris,Paris,
Henriette Desportes,1877-04-18T00:00:00Z,1951-10-05T00:00:00Z,France,2e arrondissement de Paris,Dinan,
Willem van Aelst,1627-05-16T00:00:00Z,1683-05-01T00:00:00Z,Provinces-Unies,Delft,Amsterdam,réalisme
Henri-Achille Zo,1873-12-02T00:00:00Z,1933-09-09T00:00:00Z,France,Bayonne,Onesse-Laharie,
Antonello da Messina,1430-01-01T00:00:00Z,1479-01-01T00:00:00Z,royaume de Sicile,Messine,Venise,Première Renaissance
Paul Welsch,1889-07-26T00:00:00Z,1954-06-16T00:00:00Z,France,Strasbourg,Paris,
Frédéric Villot,1809-10-31T00:00:00Z,1875-05-27T00:00:00Z,France,Liège,Paris,
François Dumont,1751-01-07T00:00:00Z,1831-08-27T00:00:00Z,France,Lunéville,Paris,
Étienne Terrus,1857-09-21T00:00:00Z,1922-06-22T00:00:00Z,France,Elne,Elne,
Jean-Joseph Dassy,1791-12-27T00:00:00Z,1865-07-27T00:00:00Z,France,Marseille,Marseille,
Jean-André Rixens,1846-11-30T00:00:00Z,1925-02-21T00:00:00Z,France,Saint-Gaudens,Paris,
Marcus Antonius Gordianus Sempronianus Romanus Africanus,0159-01-01T00:00:00Z,0238-01-01T00:00:00Z,Rome antique,Phrygie,Carthage,
Melchior d'Hondecoeter,1636-01-01T00:00:00Z,1695-04-03T00:00:00Z,Pays-Bas,Utrecht,Amsterdam,
Albert Anker,1831-04-01T00:00:00Z,1910-07-16T00:00:00Z,Suisse,Anet,Anet,impressionnisme
Antoine Rivalz,1667-03-12T00:00:00Z,1735-12-11T00:00:00Z,France,Toulouse,Toulouse,
Gervais Drouet,,,France,,,
Louis Petitot,1794-06-23T00:00:00Z,1862-06-01T00:00:00Z,France,Paris,Paris,
Jean Chalette,1581-01-01T00:00:00Z,1643-01-01T00:00:00Z,France,Troyes,Toulouse,
Bon Boullogne,1649-02-22T00:00:00Z,1717-05-17T00:00:00Z,France,Paris,Paris,
Jan van Kessel,1626-04-05T00:00:00Z,1679-04-17T00:00:00Z,Pays-Bas méridionaux,Anvers,Anvers,
Michel Corneille l'Ancien,1601-01-01T00:00:00Z,1664-06-13T00:00:00Z,France,Orléans,Paris,
François-Louis Français,1814-11-17T00:00:00Z,1897-05-28T00:00:00Z,France,Plombières-les-Bains,Paris,École de Barbizon
Charles de Tournemine,1812-10-25T00:00:00Z,1872-12-22T00:00:00Z,France,Toulon,Toulon,
Adolphe Joseph Thomas Monticelli,1824-10-14T00:00:00Z,1886-06-29T00:00:00Z,France,Marseille,Marseille,
Nicolas Poussin,1594-06-01T00:00:00Z,1665-11-19T00:00:00Z,France,Les Andelys,Rome,classicisme
歌川国貞,1786-01-01T00:00:00Z,1865-01-12T00:00:00Z,Japon,Edo,Edo,
Bernard van Orley,1488-01-01T00:00:00Z,1541-01-06T00:00:00Z,Pays-Bas méridionaux,Bruxelles,Murcie,
Félix-Francois Georges Philibert Ziem,1821-02-26T00:00:00Z,1911-11-10T00:00:00Z,France,Beaune,Paris,École de Barbizon
Christian Bérard,1902-08-20T00:00:00Z,1949-02-11T00:00:00Z,France,7e arrondissement de Paris,Paris,
Paul Renouard,1845-11-05T00:00:00Z,1924-01-02T00:00:00Z,France,Cour-Cheverny,Paris,
Pierre-Jules Mene,1810-03-25T00:00:00Z,1879-05-20T00:00:00Z,France,Paris,Paris,
Jean-Baptiste Joseph Debay,1802-08-30T00:00:00Z,1862-01-07T00:00:00Z,France,Nantes,Paris,
Pierre Puvis de Chavannes,1824-12-14T00:00:00Z,1898-10-24T00:00:00Z,France,Lyon,Paris,symbolisme
Henri-François Riesener,1767-10-19T00:00:00Z,1828-02-07T00:00:00Z,France,Paris,Paris,néo-classicisme
Markus Lüpertz,,,Allemagne,,,
Gustave Courtois,1852-05-18T00:00:00Z,1923-11-25T00:00:00Z,France,Pusey,Neuilly-sur-Seine,
Alexandre Desgoffe,1805-03-02T00:00:00Z,1882-07-27T00:00:00Z,France,Paris,Paris,
Georges Lallemant,1575-01-01T00:00:00Z,1636-01-01T00:00:00Z,France,Nancy,Paris,
Bartolomé Esteban Murillo,1617-12-01T00:00:00Z,1682-04-03T00:00:00Z,Espagne,Séville,Séville,peinture baroque
Jacques Dumont,1701-05-10T00:00:00Z,1781-02-17T00:00:00Z,France,Paris,Paris,
Frans Hals,1591-01-01T00:00:00Z,1666-08-26T00:00:00Z,Provinces-Unies,Anvers,Haarlem,baroque
Antoine Desboeufs,1793-10-13T00:00:00Z,1862-07-12T00:00:00Z,France,Paris,Paris,
Gabriel Blanchard,1630-12-26T00:00:00Z,1704-01-01T00:00:00Z,France,Paris,Paris,
Pierre Parrocel,1670-03-18T00:00:00Z,1739-08-26T00:00:00Z,royaume de France,Avignon,Paris,baroque
Pierre Peyron,1744-12-15T00:00:00Z,1814-01-20T00:00:00Z,France,Aix-en-Provence,Paris,
Philippe de Champaigne,1602-05-26T00:00:00Z,1674-08-12T00:00:00Z,"Pays-Bas,France",Bruxelles,Paris,classicisme
Pierre Gobert,1662-01-01T00:00:00Z,1744-02-13T00:00:00Z,France,Fontainebleau,Paris,
Pierre-Narcisse Guérin,1774-03-13T00:00:00Z,1833-07-16T00:00:00Z,France,Paris,Rome,néo-classicisme
Jean-Joseph Benjamin-Constant,1845-06-10T00:00:00Z,1902-05-26T00:00:00Z,France,Paris,Paris,orientalisme
Jean-Marie Bonnassieux,1810-09-18T00:00:00Z,1892-06-03T00:00:00Z,France,Panissières,Paris,
Lucien Simon,1861-07-18T00:00:00Z,1945-10-13T00:00:00Z,France,Paris,Combrit,
François Lespingola,1644-01-01T00:00:00Z,1705-07-16T00:00:00Z,France,Joinville,Paris,
Edmé Bouchardon,1698-05-29T00:00:00Z,1762-07-27T00:00:00Z,royaume de France,Chaumont,Paris,baroque
Louis Welden Hawkins,1849-07-01T00:00:00Z,1910-05-01T00:00:00Z,"France,Royaume-Uni de Grande-Bretagne et d'Irlande",Esslingen am Neckar,Paris,symbolisme
Alfred Boucher,1850-09-23T00:00:00Z,1934-08-18T00:00:00Z,France,Bouy-sur-Orvin,Aix-les-Bains,
Eugène Deshayes,1828-01-01T00:00:00Z,1891-03-30T00:00:00Z,France,Paris,18e arrondissement de Paris,
Caspar Netscher,1639-01-01T00:00:00Z,1684-01-15T00:00:00Z,Pays-Bas,Heidelberg,La Haye,
Maître de Coëtivy,,,France,,,
Maître de Flore,,,France,,,
Joseph-Désiré Court,1797-09-14T00:00:00Z,1865-01-23T00:00:00Z,France,Rouen,Paris,
Adolphe Martial Potémont,1828-02-10T00:00:00Z,1883-10-14T00:00:00Z,France,Paris,Paris,
Francis Tattegrain,1852-10-11T00:00:00Z,1915-01-01T00:00:00Z,France,Péronne,Arras,Naturalisme
Paulus Pieterszoon Potter,1625-11-20T00:00:00Z,1654-01-17T00:00:00Z,Provinces-Unies,Enkhuizen,Amsterdam,baroque
Paul-Élie Ranson,1864-03-29T00:00:00Z,1909-02-20T00:00:00Z,France,Limoges,Paris,
Jean-Adolphe Beaucé,1818-08-02T00:00:00Z,1875-07-13T00:00:00Z,France,Paris,Boulogne-Billancourt,
François Jouvenet,1664-12-19T00:00:00Z,1749-04-08T00:00:00Z,France,Rouen,Paris,
Jean-Jacques Caffieri,1725-04-29T00:00:00Z,1792-06-22T00:00:00Z,France,Paris,Paris,
Jean-Baptiste Jouvenet,1644-04-01T00:00:00Z,1717-04-05T00:00:00Z,France,Rouen,Paris,
Albert Gleizes,1881-12-08T00:00:00Z,1953-06-24T00:00:00Z,France,Paris,Avignon,cubisme de salon
Benjamin Ulmann,1829-05-24T00:00:00Z,1884-02-24T00:00:00Z,France,Blotzheim,Paris,
Emmanuel Gondouin,1883-01-29T00:00:00Z,1934-01-06T00:00:00Z,France,Versailles,Paris,cubisme
Louis-Pierre Baltard,1764-07-09T00:00:00Z,1846-01-22T00:00:00Z,France,Paris,Lyon,
William Rothenstein,1872-01-29T00:00:00Z,1945-02-14T00:00:00Z,"Royaume-Uni,Royaume-Uni de Grande-Bretagne et d'Irlande",Bradford,Londres,
Jean Nocret,1615-10-26T00:00:00Z,1672-11-12T00:00:00Z,France,Nancy,Paris,
Jean-Joseph Perraud,1819-04-26T00:00:00Z,1876-11-02T00:00:00Z,France,Monay,6e arrondissement de Paris,
Lorenzo Lotto,1480-01-01T00:00:00Z,1557-01-01T00:00:00Z,république de Venise,Venise,Loreto,maniérisme
Paul Merwart,,,"Pologne,France,Empire russe",,,
Eugène Le Poittevin,1806-07-31T00:00:00Z,1870-08-06T00:00:00Z,France,Paris,Paris,
Albert André,1869-05-24T00:00:00Z,1954-07-11T00:00:00Z,France,2e arrondissement de Lyon,Laudun-l'Ardoise,postimpressionnisme
Jacob van Ruisdael,1628-01-01T00:00:00Z,1682-06-14T00:00:00Z,Pays-Bas,Haarlem,Haarlem,peinture baroque
Isidore Pils,1815-11-07T00:00:00Z,1875-09-03T00:00:00Z,France,Paris,Douarnenez,Naturalisme
Jean-Baptiste Stouf,1742-01-01T00:00:00Z,1826-07-01T00:00:00Z,France,Paris,Charenton-le-Pont,
Giovanni Battista Salvi da Sassoferrato,1609-08-29T00:00:00Z,1685-08-08T00:00:00Z,États pontificaux,Sassoferrato,Rome,baroque
Éloi Firmin Féron,1802-12-01T00:00:00Z,1876-01-01T00:00:00Z,France,Paris,Conflans-Sainte-Honorine,
Pierre Bontemps,,,France,,,
Jean-Baptiste Descamps,1714-08-28T00:00:00Z,1791-06-30T00:00:00Z,France,Dunkerque,Rouen,
Jean-Eugène Buland,1852-10-26T00:00:00Z,1926-03-18T00:00:00Z,France,Paris,Charly-sur-Marne,Naturalisme
Louis Tocqué,1696-11-19T00:00:00Z,1772-02-10T00:00:00Z,France,Paris,Paris,
Léon Comerre,1850-10-10T00:00:00Z,1916-02-20T00:00:00Z,France,Trélon,17e arrondissement de Paris,orientalisme
Jakob Philipp Hackert,1737-09-15T00:00:00Z,1807-04-28T00:00:00Z,Allemagne,Prenzlau,Careggi,classicisme
Anton von Maron,1733-01-08T00:00:00Z,1808-03-03T00:00:00Z,Autriche,Vienne,Rome,
Charles Sellier,1830-12-23T00:00:00Z,1882-11-23T00:00:00Z,France,Nancy,Nancy,
Alfred Guillou,1844-09-12T00:00:00Z,1926-01-01T00:00:00Z,France,Concarneau,Concarneau,École de Concarneau
Charles Euphrasie Kuwasseg,1833-09-29T00:00:00Z,1904-10-27T00:00:00Z,France,Draveil,8e arrondissement de Paris,
Antoine Louis Roussin,1819-03-03T00:00:00Z,1894-03-18T00:00:00Z,France,Avignon,Avignon,
Luca Signorelli,1450-01-01T00:00:00Z,1523-10-26T00:00:00Z,République florentine,Cortone,Cortone,École siennoise
Claude Monet,1840-11-14T00:00:00Z,1926-12-05T00:00:00Z,France,Paris,Giverny,impressionnisme
Jacques Stella,1596-01-01T00:00:00Z,1657-04-29T00:00:00Z,royaume de France,Lyon,Paris,classicisme
Louis de Boullogne,1654-11-19T00:00:00Z,1733-11-21T00:00:00Z,France,Paris,Paris,
Fernand Maillaud,1862-12-12T00:00:00Z,1948-08-30T00:00:00Z,France,Mouhet,Paris,
Alphonse Muraton,,,France,,,
Aizik Feder,1886-07-16T00:00:00Z,1943-01-01T00:00:00Z,France,Odessa,Auschwitz,
Henri de Toulouse-Lautrec,1864-11-24T00:00:00Z,1901-09-09T00:00:00Z,"France,Second Empire,Troisième République française",Albi,Saint-André-du-Bois,postimpressionnisme
Henri de Toulouse-Lautrec,1864-11-24T00:00:00Z,1901-09-09T00:00:00Z,"France,Troisième République française,Second Empire",Albi,Saint-André-du-Bois,postimpressionnisme
Jean-Antoine-Marie Idrac,1849-04-14T00:00:00Z,1884-12-28T00:00:00Z,France,Toulouse,9e arrondissement de Paris,
Hendrik van Balen,1570-01-01T00:00:00Z,1632-07-17T00:00:00Z,Pays-Bas méridionaux,Anvers,Anvers,
Félix-Hippolyte Lanoüe,1812-10-14T00:00:00Z,1872-01-21T00:00:00Z,France,Versailles,Versailles,
Aelbert Cuyp,1620-10-20T00:00:00Z,1691-11-15T00:00:00Z,Pays-Bas,Dordrecht,Dordrecht,âge d'or de la peinture néerlandaise
Maarten van Heemskerck,1498-06-10T00:00:00Z,1574-10-11T00:00:00Z,Pays-Bas,Heemskerk,Haarlem,maniérisme
François-André Vincent,1746-12-30T00:00:00Z,1816-08-04T00:00:00Z,France,Paris,Paris,néo-classicisme
Bernard Buffet,1928-07-10T00:00:00Z,1999-10-04T00:00:00Z,France,Paris,Tourtour,expressionnisme
Henri-Alfred Jacquemart,1824-02-24T00:00:00Z,1896-01-04T00:00:00Z,France,Paris,Paris,
Claude Viallat,,,France,,,
Jacob van Loo,1614-01-01T00:00:00Z,1670-11-26T00:00:00Z,"France,Provinces-Unies",L'Écluse,Paris,âge d'or de la peinture néerlandaise
Guillaume Coustou,1716-03-19T00:00:00Z,1777-07-13T00:00:00Z,France,Paris,Paris,baroque
Jean-Louis Hamon,1821-05-05T00:00:00Z,1874-05-29T00:00:00Z,France,Plouha,Saint-Raphaël,néogrec
Constantin Guys,1802-12-03T00:00:00Z,1892-03-13T00:00:00Z,France,Flessingue,Paris,
Ernest Hébert,1817-11-03T00:00:00Z,1908-12-05T00:00:00Z,France,Grenoble,La Tronche,
Félix Del Marle,,,France,,,
Gustave Guillaumet,1840-03-26T00:00:00Z,1887-03-14T00:00:00Z,France,Puteaux,Paris,orientalisme
George Louis Poilleux Saint-Ange,,,France,,,
Henri-Léopold Lévy,1840-09-23T00:00:00Z,1904-12-29T00:00:00Z,France,Nancy,18e arrondissement de Paris,
Jean-Baptiste Deshays de Colleville,1729-11-27T00:00:00Z,1765-02-10T00:00:00Z,France,Rouen,Paris,
Jean Hey,,,"France,duché de Bourgogne",,,
Jean Martial Frédou,,,France,,,
Jean-Gabriel Charvet,,,France,,,
Fernand Legout-Gérard,1854-10-29T00:00:00Z,1924-08-14T00:00:00Z,France,Saint-Lô,Paris,École de Concarneau
Raoul Dufy,1877-06-03T00:00:00Z,1953-03-23T00:00:00Z,France,Le Havre,Forcalquier,fauvisme
Ulysse Butin,1838-05-15T00:00:00Z,1883-12-09T00:00:00Z,France,Saint-Quentin,8e arrondissement de Paris,Naturalisme
